Codigo del diagnostico,Nombre del diagnostico,Sexo del diagnostico
X801,LESION AUTOINFLIGIDA INTENCIONALMENTE AL SALTAR DESDE UN LUGAR ELEVADO. INSTITUCION RESIDENCIAL,A
X802,LESION AUTOINFLIGIDA INTENCIONALMENTE AL SALTAR DESDE UN LUGAR ELEVADO. ESCUELAS. OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS  PUBLICAS,A
X803,LESION AUTOINFLIGIDA INTENCIONALMENTE AL SALTAR DESDE UN LUGAR ELEVADO. AREAS DE DEPORTE Y ATLETISMO,A
X804,LESION AUTOINFLIGIDA INTENCIONALMENTE AL SALTAR DESDE UN LUGAR ELEVADO. CALLES Y CARRETERAS,A
X805,LESION AUTOINFLIGIDA INTENCIONALMENTE AL SALTAR DESDE UN LUGAR ELEVADO. COMERCIO Y AREA DE SERVICIOS,A
X806,LESION AUTOINFLIGIDA INTENCIONALMENTE AL SALTAR DESDE UN LUGAR ELEVADO. AREA INDUSTRIAL Y DE LA CONSTRUCCION,A
X807,LESION AUTOINFLIGIDA INTENCIONALMENTE AL SALTAR DESDE UN LUGAR ELEVADO. GRANJA,A
X808,LESION AUTOINFLIGIDA INTENCIONALMENTE AL SALTAR DESDE UN LUGAR ELEVADO. OTRO LUGAR ESPECIFICADO,A
X809,LESION AUTOINFLIGIDA INTENCIONALMENTE AL SALTAR DESDE UN LUGAR ELEVADO. LUGAR NO ESPECIFICADO,A
X810,LESION AUTOINFLIGIDA INTENCIONALMENTE POR ARROJARSE O COLOCARSE DELANTE DE OBJETO EN MOVIMIENTO. VIVIENDA,A
X811,LESION AUTOINFLIGIDA INTENCIONALMENTE POR ARROJARSE O COLOCARSE DELANTE DE OBJETO EN MOVIMIENTO. INSTITUCION RESIDENCIAL,A
X812,LESION AUTOINFLIGIDA INTENCIONALMENTE POR ARROJARSE O COLOCARSE DELANTE DE OBJETO EN MOVIMIENTO. ESCUELAS. OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS  PUBLICAS,A
X813,LESION AUTOINFLIGIDA INTENCIONALMENTE POR ARROJARSE O COLOCARSE DELANTE DE OBJETO EN MOVIMIENTO. AREAS DE DEPORTE Y ATLETISMO,A
X814,LESION AUTOINFLIGIDA INTENCIONALMENTE POR ARROJARSE O COLOCARSE DELANTE DE OBJETO EN MOVIMIENTO. CALLES Y CARRETERAS,A
X815,LESION AUTOINFLIGIDA INTENCIONALMENTE POR ARROJARSE O COLOCARSE DELANTE DE OBJETO EN MOVIMIENTO. COMERCIO Y AREA DE SERVICIOS,A
X816,LESION AUTOINFLIGIDA INTENCIONALMENTE POR ARROJARSE O COLOCARSE DELANTE DE OBJETO EN MOVIMIENTO. AREA INDUSTRIAL Y DE LA CONSTRUCCION,A
X817,LESION AUTOINFLIGIDA INTENCIONALMENTE POR ARROJARSE O COLOCARSE DELANTE DE OBJETO EN MOVIMIENTO. GRANJA,A
X818,LESION AUTOINFLIGIDA INTENCIONALMENTE POR ARROJARSE O COLOCARSE DELANTE DE OBJETO EN MOVIMIENTO. OTRO LUGAR ESPECIFICADO,A
X819,LESION AUTOINFLIGIDA INTENCIONALMENTE POR ARROJARSE O COLOCARSE DELANTE DE OBJETO EN MOVIMIENTO. LUGAR NO ESPECIFICADO,A
X820,LESION AUTOINFLIGIDA INTENCIONALMENTE POR COLISION DE VEHICULO DE MOTOR. VIVIENDA,A
X821,LESION AUTOINFLIGIDA INTENCIONALMENTE POR COLISION DE VEHICULO DE MOTOR. INSTITUCION RESIDENCIAL,A
X822,LESION AUTOINFLIGIDA INTENCIONALMENTE POR COLISION DE VEHICULO DE MOTOR. ESCUELAS. OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS  PUBLICAS,A
X823,LESION AUTOINFLIGIDA INTENCIONALMENTE POR COLISION DE VEHICULO DE MOTOR. AREAS DE DEPORTE Y ATLETISMO,A
X824,LESION AUTOINFLIGIDA INTENCIONALMENTE POR COLISION DE VEHICULO DE MOTOR. CALLES Y CARRETERAS,A
X825,LESION AUTOINFLIGIDA INTENCIONALMENTE POR COLISION DE VEHICULO DE MOTOR. COMERCIO Y AREA DE SERVICIOS,A
X826,LESION AUTOINFLIGIDA INTENCIONALMENTE POR COLISION DE VEHICULO DE MOTOR. AREA INDUSTRIAL Y DE LA CONSTRUCCION,A
X827,LESION AUTOINFLIGIDA INTENCIONALMENTE POR COLISION DE VEHICULO DE MOTOR. GRANJA,A
X828,LESION AUTOINFLIGIDA INTENCIONALMENTE POR COLISION DE VEHICULO DE MOTOR. OTRO LUGAR ESPECIFICADO,A
X829,LESION AUTOINFLIGIDA INTENCIONALMENTE POR COLISION DE VEHICULO DE MOTOR. LUGAR NO ESPECIFICADO,A
X830,LESION AUTOINFLIGIDA INTENCIONALMENTE POR OTROS MEDIOS ESPECIFICADOS. VIVIENDA,A
X831,LESION AUTOINFLIGIDA INTENCIONALMENTE POR OTROS MEDIOS ESPECIFICADOS. INSTITUCION RESIDENCIAL,A
X832,LESION AUTOINFLIGIDA INTENCIONALMENTE POR OTROS MEDIOS ESPECIFICADOS. ESCUELAS. OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS  PUBLICAS,A
X833,LESION AUTOINFLIGIDA INTENCIONALMENTE POR OTROS MEDIOS ESPECIFICADOS. AREAS DE DEPORTE Y ATLETISMO,A
X834,LESION AUTOINFLIGIDA INTENCIONALMENTE POR OTROS MEDIOS ESPECIFICADOS. CALLES Y CARRETERAS,A
X835,LESION AUTOINFLIGIDA INTENCIONALMENTE POR OTROS MEDIOS ESPECIFICADOS. COMERCIO Y AREA DE SERVICIOS,A
X836,LESION AUTOINFLIGIDA INTENCIONALMENTE POR OTROS MEDIOS ESPECIFICADOS. AREA INDUSTRIAL Y DE LA CONSTRUCCION,A
X837,LESION AUTOINFLIGIDA INTENCIONALMENTE POR OTROS MEDIOS ESPECIFICADOS. GRANJA,A
X838,LESION AUTOINFLIGIDA INTENCIONALMENTE POR OTROS MEDIOS ESPECIFICADOS. OTRO LUGAR ESPECIFICADO,A
X839,LESION AUTOINFLIGIDA INTENCIONALMENTE POR OTROS MEDIOS ESPECIFICADOS. LUGAR NO ESPECIFICADO,A
X840,LESION AUTOINFLIGIDA INTENCIONALMENTE POR MEDIOS NO ESPECIFICADOS. VIVIENDA,A
X841,LESION AUTOINFLIGIDA INTENCIONALMENTE POR MEDIOS NO ESPECIFICADOS. INSTITUCION RESIDENCIAL,A
X842,LESION AUTOINFLIGIDA INTENCIONALMENTE POR MEDIOS NO ESPECIFICADOS. ESCUELAS. OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS  PUBLICAS,A
X843,LESION AUTOINFLIGIDA INTENCIONALMENTE POR MEDIOS NO ESPECIFICADOS. AREAS DE DEPORTE Y ATLETISMO,A
X844,LESION AUTOINFLIGIDA INTENCIONALMENTE POR MEDIOS NO ESPECIFICADOS. CALLES Y CARRETERAS,A
X845,LESION AUTOINFLIGIDA INTENCIONALMENTE POR MEDIOS NO ESPECIFICADOS. COMERCIO Y AREA DE SERVICIOS,A
X846,LESION AUTOINFLIGIDA INTENCIONALMENTE POR MEDIOS NO ESPECIFICADOS. AREA INDUSTRIAL Y DE LA CONSTRUCCION,A
X847,LESION AUTOINFLIGIDA INTENCIONALMENTE POR MEDIOS NO ESPECIFICADOS. GRANJA,A
X848,LESION AUTOINFLIGIDA INTENCIONALMENTE POR MEDIOS NO ESPECIFICADOS. OTRO LUGAR ESPECIFICADO,A
X849,LESION AUTOINFLIGIDA INTENCIONALMENTE POR MEDIOS NO ESPECIFICADOS. LUGAR NO ESPECIFICADO,A
X850,AGRESION CON DROGAS. MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS. VIVIENDA,A
X851,AGRESION CON DROGAS. MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS. INSTITUCION RESIDENCIAL,A
X852,AGRESION CON DROGAS. MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS. ESCUELAS. OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS  PUBLICAS,A
X853,AGRESION CON DROGAS. MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS. AREAS DE DEPORTE Y ATLETISMO,A
X854,AGRESION CON DROGAS. MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS. CALLES Y CARRETERAS,A
X855,AGRESION CON DROGAS. MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS. COMERCIO Y AREA DE SERVICIOS,A
X856,AGRESION CON DROGAS. MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS. AREA INDUSTRIAL Y DE LA CONSTRUCCION,A
X857,AGRESION CON DROGAS. MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS. GRANJA,A
X858,AGRESION CON DROGAS. MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS. OTRO LUGAR ESPECIFICADO,A
X859,AGRESION CON DROGAS. MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS. LUGAR NO ESPECIFICADO,A
X860,AGRESION CON SUSTANCIA CORROSIVA. VIVIENDA,A
X861,AGRESION CON SUSTANCIA CORROSIVA. INSTITUCION RESIDENCIAL,A
X862,AGRESION CON SUSTANCIA CORROSIVA. ESCUELAS. OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS  PUBLICAS,A
X863,AGRESION CON SUSTANCIA CORROSIVA. AREAS DE DEPORTE Y ATLETISMO,A
X864,AGRESION CON SUSTANCIA CORROSIVA. CALLES Y CARRETERAS,A
X865,AGRESION CON SUSTANCIA CORROSIVA. COMERCIO Y AREA DE SERVICIOS,A
X866,AGRESION CON SUSTANCIA CORROSIVA. AREA INDUSTRIAL Y DE LA CONSTRUCCION,A
X867,AGRESION CON SUSTANCIA CORROSIVA. GRANJA,A
X868,AGRESION CON SUSTANCIA CORROSIVA. OTRO LUGAR ESPECIFICADO,A
X869,AGRESION CON SUSTANCIA CORROSIVA. LUGAR NO ESPECIFICADO,A
X870,AGRESION CON PLAGUICIDAS. VIVIENDA,A
X871,AGRESION CON PLAGUICIDAS. INSTITUCION RESIDENCIAL,A
X872,AGRESION CON PLAGUICIDAS. ESCUELAS. OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS  PUBLICAS,A
X873,AGRESION CON PLAGUICIDAS. AREAS DE DEPORTE Y ATLETISMO,A
X874,AGRESION CON PLAGUICIDAS. CALLES Y CARRETERAS,A
X875,AGRESION CON PLAGUICIDAS. COMERCIO Y AREA DE SERVICIOS,A
X876,AGRESION CON PLAGUICIDAS. AREA INDUSTRIAL Y DE LA CONSTRUCCION,A
X877,AGRESION CON PLAGUICIDAS. GRANJA,A
X878,AGRESION CON PLAGUICIDAS. OTRO LUGAR ESPECIFICADO,A
X879,AGRESION CON PLAGUICIDAS. LUGAR NO ESPECIFICADO,A
X880,AGRESION CON GASES Y VAPORES. VIVIENDA,A
X881,AGRESION CON GASES Y VAPORES. INSTITUCION RESIDENCIAL,A
X882,AGRESION CON GASES Y VAPORES. ESCUELAS. OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS  PUBLICAS,A
X883,AGRESION CON GASES Y VAPORES. AREAS DE DEPORTE Y ATLETISMO,A
X884,AGRESION CON GASES Y VAPORES. CALLES Y CARRETERAS,A
X885,AGRESION CON GASES Y VAPORES. COMERCIO Y AREA DE SERVICIOS,A
X886,AGRESION CON GASES Y VAPORES. AREA INDUSTRIAL Y DE LA CONSTRUCCION,A
X887,AGRESION CON GASES Y VAPORES. GRANJA,A
X888,AGRESION CON GASES Y VAPORES. OTRO LUGAR ESPECIFICADO,A
X889,AGRESION CON GASES Y VAPORES. LUGAR NO ESPECIFICADO,A
X890,AGRESION CON OTROS PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS ESPECIFICADAS. VIVIENDA,A
X891,AGRESION CON OTROS PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS ESPECIFICADAS. INSTITUCION RESIDENCIAL,A
X892,AGRESION CON OTROS PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS ESPECIFICADAS. ESCUELAS. OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS  PUBLICAS,A
X893,AGRESION CON OTROS PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS ESPECIFICADAS. AREAS DE DEPORTE Y ATLETISMO,A
X894,AGRESION CON OTROS PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS ESPECIFICADAS. CALLES Y CARRETERAS,A
X895,AGRESION CON OTROS PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS ESPECIFICADAS. COMERCIO Y AREA DE SERVICIOS,A
X896,AGRESION CON OTROS PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS ESPECIFICADAS. AREA INDUSTRIAL Y DE LA CONSTRUCCION,A
X897,AGRESION CON OTROS PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS ESPECIFICADAS. GRANJA,A
X898,AGRESION CON OTROS PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS ESPECIFICADAS. OTRO LUGAR ESPECIFICADO,A
X899,AGRESION CON OTROS PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS ESPECIFICADAS. LUGAR NO ESPECIFICADO,A
X900,AGRESION CON PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS NO ESPECIFICADAS. VIVIENDA,A
X901,AGRESION CON PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS NO ESPECIFICADAS. INSTITUCION RESIDENCIAL,A
X902,AGRESION CON PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS NO ESPECIFICADAS. ESCUELAS. OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS  PUBLICAS,A
X903,AGRESION CON PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS NO ESPECIFICADAS. AREAS DE DEPORTE Y ATLETISMO,A
X904,AGRESION CON PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS NO ESPECIFICADAS. CALLES Y CARRETERAS,A
X905,AGRESION CON PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS NO ESPECIFICADAS. COMERCIO Y AREA DE SERVICIOS,A
X906,AGRESION CON PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS NO ESPECIFICADAS. AREA INDUSTRIAL Y DE LA CONSTRUCCION,A
X907,AGRESION CON PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS NO ESPECIFICADAS. GRANJA,A
X908,AGRESION CON PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS NO ESPECIFICADAS. OTRO LUGAR ESPECIFICADO,A
X909,AGRESION CON PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS NO ESPECIFICADAS. LUGAR NO ESPECIFICADO,A
X910,AGRESION POR AHORCAMIENTO. ESTRANGULAMIENTO Y SOFOCACION. VIVIENDA,A
X911,AGRESION POR AHORCAMIENTO. ESTRANGULAMIENTO Y SOFOCACION. INSTITUCION RESIDENCIAL,A
X912,AGRESION POR AHORCAMIENTO. ESTRANGULAMIENTO Y SOFOCACION. ESCUELAS. OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS  PUBLICAS,A
X913,AGRESION POR AHORCAMIENTO. ESTRANGULAMIENTO Y SOFOCACION. AREAS DE DEPORTE Y ATLETISMO,A
X914,AGRESION POR AHORCAMIENTO. ESTRANGULAMIENTO Y SOFOCACION. CALLES Y CARRETERAS,A
X915,AGRESION POR AHORCAMIENTO. ESTRANGULAMIENTO Y SOFOCACION. COMERCIO Y AREA DE SERVICIOS,A
X916,AGRESION POR AHORCAMIENTO. ESTRANGULAMIENTO Y SOFOCACION. AREA INDUSTRIAL Y DE LA CONSTRUCCION,A
X917,AGRESION POR AHORCAMIENTO. ESTRANGULAMIENTO Y SOFOCACION. GRANJA,A
X918,AGRESION POR AHORCAMIENTO. ESTRANGULAMIENTO Y SOFOCACION. OTRO LUGAR ESPECIFICADO,A
X919,AGRESION POR AHORCAMIENTO. ESTRANGULAMIENTO Y SOFOCACION. LUGAR NO ESPECIFICADO,A
X920,AGRESION POR AHOGAMIENTO Y SUMERSION. VIVIENDA,A
X921,AGRESION POR AHOGAMIENTO Y SUMERSION. INSTITUCION RESIDENCIAL,A
X922,AGRESION POR AHOGAMIENTO Y SUMERSION. ESCUELAS. OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS  PUBLICAS,A
X923,AGRESION POR AHOGAMIENTO Y SUMERSION. AREAS DE DEPORTE Y ATLETISMO,A
X924,AGRESION POR AHOGAMIENTO Y SUMERSION. CALLES Y CARRETERAS,A
X925,AGRESION POR AHOGAMIENTO Y SUMERSION. COMERCIO Y AREA DE SERVICIOS,A
X926,AGRESION POR AHOGAMIENTO Y SUMERSION. AREA INDUSTRIAL Y DE LA CONSTRUCCION,A
X927,AGRESION POR AHOGAMIENTO Y SUMERSION. GRANJA,A
X928,AGRESION POR AHOGAMIENTO Y SUMERSION. OTRO LUGAR ESPECIFICADO,A
X929,AGRESION POR AHOGAMIENTO Y SUMERSION. LUGAR NO ESPECIFICADO,A
X930,AGRESION CON DISPARO DE ARMA CORTA. VIVIENDA,A
X931,AGRESION CON DISPARO DE ARMA CORTA. INSTITUCION RESIDENCIAL,A
X932,AGRESION CON DISPARO DE ARMA CORTA. ESCUELAS. OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS  PUBLICAS,A
X933,AGRESION CON DISPARO DE ARMA CORTA. AREAS DE DEPORTE Y ATLETISMO,A
X934,AGRESION CON DISPARO DE ARMA CORTA. CALLES Y CARRETERAS,A
X935,AGRESION CON DISPARO DE ARMA CORTA. COMERCIO Y AREA DE SERVICIOS,A
X936,AGRESION CON DISPARO DE ARMA CORTA. AREA INDUSTRIAL Y DE LA CONSTRUCCION,A
X937,AGRESION CON DISPARO DE ARMA CORTA. GRANJA,A
X938,AGRESION CON DISPARO DE ARMA CORTA. OTRO LUGAR ESPECIFICADO,A
X939,AGRESION CON DISPARO DE ARMA CORTA. LUGAR NO ESPECIFICADO,A
X940,AGRESION CON DISPARO DE RIFLE. ESCOPETA Y ARMA LARGA. VIVIENDA,A
X941,AGRESION CON DISPARO DE RIFLE. ESCOPETA Y ARMA LARGA. INSTITUCION RESIDENCIAL,A
X942,AGRESION CON DISPARO DE RIFLE. ESCOPETA Y ARMA LARGA. ESCUELAS. OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS  PUBLICAS,A
X943,AGRESION CON DISPARO DE RIFLE. ESCOPETA Y ARMA LARGA. AREAS DE DEPORTE Y ATLETISMO,A
X944,AGRESION CON DISPARO DE RIFLE. ESCOPETA Y ARMA LARGA. CALLES Y CARRETERAS,A
X945,AGRESION CON DISPARO DE RIFLE. ESCOPETA Y ARMA LARGA. COMERCIO Y AREA DE SERVICIOS,A
X946,AGRESION CON DISPARO DE RIFLE. ESCOPETA Y ARMA LARGA. AREA INDUSTRIAL Y DE LA CONSTRUCCION,A
X947,AGRESION CON DISPARO DE RIFLE. ESCOPETA Y ARMA LARGA. GRANJA,A
X948,AGRESION CON DISPARO DE RIFLE. ESCOPETA Y ARMA LARGA. OTRO LUGAR ESPECIFICADO,A
X949,AGRESION CON DISPARO DE RIFLE. ESCOPETA Y ARMA LARGA. LUGAR NO ESPECIFICADO,A
X950,AGRESION CON DISPARO DE OTRAS ARMAS DE FUEGO. Y LAS NO ESPECIFICADAS. VIVIENDA,A
X951,AGRESION CON DISPARO DE OTRAS ARMAS DE FUEGO. Y LAS NO ESPECIFICADAS. INSTITUCION RESIDENCIAL,A
X952,AGRESION CON DISPARO DE OTRAS ARMAS DE FUEGO. Y LAS NO ESPECIFICADAS. ESCUELAS. OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS  PUBLICAS,A
X953,AGRESION CON DISPARO DE OTRAS ARMAS DE FUEGO. Y LAS NO ESPECIFICADAS. AREAS DE DEPORTE Y ATLETISMO,A
X954,AGRESION CON DISPARO DE OTRAS ARMAS DE FUEGO. Y LAS NO ESPECIFICADAS. CALLES Y CARRETERAS,A
X955,AGRESION CON DISPARO DE OTRAS ARMAS DE FUEGO. Y LAS NO ESPECIFICADAS. COMERCIO Y AREA DE SERVICIOS,A
X956,AGRESION CON DISPARO DE OTRAS ARMAS DE FUEGO. Y LAS NO ESPECIFICADAS. AREA INDUSTRIAL Y DE LA CONSTRUCCION,A
X957,AGRESION CON DISPARO DE OTRAS ARMAS DE FUEGO. Y LAS NO ESPECIFICADAS. GRANJA,A
X958,AGRESION CON DISPARO DE OTRAS ARMAS DE FUEGO. Y LAS NO ESPECIFICADAS. OTRO LUGAR ESPECIFICADO,A
X959,AGRESION CON DISPARO DE OTRAS ARMAS DE FUEGO. Y LAS NO ESPECIFICADAS. LUGAR NO ESPECIFICADO,A
X960,AGRESION CON MATERIAL EXPLOSIVO. VIVIENDA,A
X961,AGRESION CON MATERIAL EXPLOSIVO. INSTITUCION RESIDENCIAL,A
X962,AGRESION CON MATERIAL EXPLOSIVO. ESCUELAS. OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS  PUBLICAS,A
X963,AGRESION CON MATERIAL EXPLOSIVO. AREAS DE DEPORTE Y ATLETISMO,A
X964,AGRESION CON MATERIAL EXPLOSIVO. CALLES Y CARRETERAS,A
X965,AGRESION CON MATERIAL EXPLOSIVO. COMERCIO Y AREA DE SERVICIOS,A
X966,AGRESION CON MATERIAL EXPLOSIVO. AREA INDUSTRIAL Y DE LA CONSTRUCCION,A
X967,AGRESION CON MATERIAL EXPLOSIVO. GRANJA,A
X968,AGRESION CON MATERIAL EXPLOSIVO. OTRO LUGAR ESPECIFICADO,A
X969,AGRESION CON MATERIAL EXPLOSIVO. LUGAR NO ESPECIFICADO,A
X970,AGRESION CON HUMO. FUEGO Y LLAMAS. VIVIENDA,A
X971,AGRESION CON HUMO. FUEGO Y LLAMAS. INSTITUCION RESIDENCIAL,A
X972,AGRESION CON HUMO. FUEGO Y LLAMAS. ESCUELAS. OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS  PUBLICAS,A
X973,AGRESION CON HUMO. FUEGO Y LLAMAS. AREAS DE DEPORTE Y ATLETISMO,A
X974,AGRESION CON HUMO. FUEGO Y LLAMAS. CALLES Y CARRETERAS,A
X975,AGRESION CON HUMO. FUEGO Y LLAMAS. COMERCIO Y AREA DE SERVICIOS,A
X976,AGRESION CON HUMO. FUEGO Y LLAMAS. AREA INDUSTRIAL Y DE LA CONSTRUCCION,A
X977,AGRESION CON HUMO. FUEGO Y LLAMAS. GRANJA,A
X978,AGRESION CON HUMO. FUEGO Y LLAMAS. OTRO LUGAR ESPECIFICADO,A
X979,AGRESION CON HUMO. FUEGO Y LLAMAS. LUGAR NO ESPECIFICADO,A
X980,AGRESION CON VAPOR DE AGUA. VAPORES Y OBJETOS CALIENTES. VIVIENDA,A
X981,AGRESION CON VAPOR DE AGUA. VAPORES Y OBJETOS CALIENTES. INSTITUCION RESIDENCIAL,A
X982,AGRESION CON VAPOR DE AGUA. VAPORES Y OBJETOS CALIENTES. ESCUELAS. OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS  PUBLICAS,A
X983,AGRESION CON VAPOR DE AGUA. VAPORES Y OBJETOS CALIENTES. AREAS DE DEPORTE Y ATLETISMO,A
X984,AGRESION CON VAPOR DE AGUA. VAPORES Y OBJETOS CALIENTES. CALLES Y CARRETERAS,A
X985,AGRESION CON VAPOR DE AGUA. VAPORES Y OBJETOS CALIENTES. COMERCIO Y AREA DE SERVICIOS,A
X986,AGRESION CON VAPOR DE AGUA. VAPORES Y OBJETOS CALIENTES. AREA INDUSTRIAL Y DE LA CONSTRUCCION,A
X987,AGRESION CON VAPOR DE AGUA. VAPORES Y OBJETOS CALIENTES. GRANJA,A
X988,AGRESION CON VAPOR DE AGUA. VAPORES Y OBJETOS CALIENTES. OTRO LUGAR ESPECIFICADO,A
X989,AGRESION CON VAPOR DE AGUA. VAPORES Y OBJETOS CALIENTES. LUGAR NO ESPECIFICADO,A
X990,AGRESION CON OBJETO CORTANTE. VIVIENDA,A
X991,AGRESION CON OBJETO CORTANTE. INSTITUCION RESIDENCIAL,A
X992,AGRESION CON OBJETO CORTANTE. ESCUELAS. OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS  PUBLICAS,A
X993,AGRESION CON OBJETO CORTANTE. AREAS DE DEPORTE Y ATLETISMO,A
X994,AGRESION CON OBJETO CORTANTE. CALLES Y CARRETERAS,A
X995,AGRESION CON OBJETO CORTANTE. COMERCIO Y AREA DE SERVICIOS,A
X996,AGRESION CON OBJETO CORTANTE. AREA INDUSTRIAL Y DE LA CONSTRUCCION,A
X997,AGRESION CON OBJETO CORTANTE. GRANJA,A
X998,AGRESION CON OBJETO CORTANTE. OTRO LUGAR ESPECIFICADO,A
X999,AGRESION CON OBJETO CORTANTE. LUGAR NO ESPECIFICADO,A
Y000,AGRESION CON OBJETO ROMO O SIN FILO. VIVIENDA,A
Y001,AGRESION CON OBJETO ROMO O SIN FILO. INSTITUCION RESIDENCIAL,A
Y002,AGRESION CON OBJETO ROMO O SIN FILO. ESCUELAS. OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS,A
Y003,AGRESION CON OBJETO ROMO O SIN FILO. AREAS DE DEPORTE Y ATLETISMO,A
Y004,AGRESION CON OBJETO ROMO O SIN FILO. CALLES Y CARRETERAS,A
Y005,AGRESION CON OBJETO ROMO O SIN FILO. COMERCIO Y AREA DE SERVICIOS,A
Y006,AGRESION CON OBJETO ROMO O SIN FILO. AREA INDUSTRIAL Y DE LA CONSTRUCCION,A
Y007,AGRESION CON OBJETO ROMO O SIN FILO. GRANJA,A
Y008,AGRESION CON OBJETO ROMO O SIN FILO. OTRO LUGAR ESPECIFICADO,A
Y009,AGRESION CON OBJETO ROMO O SIN FILO. LUGAR NO ESPECIFICADO,A
Y010,AGRESION POR EMPUJON DESDE UN LUGAR ELEVADO. VIVIENDA,A
Y011,AGRESION POR EMPUJON DESDE UN LUGAR ELEVADO. INSTITUCION RESIDENCIAL,A
Y012,AGRESION POR EMPUJON DESDE UN LUGAR ELEVADO. ESCUELAS. OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS  PUBLICAS,A
Y013,AGRESION POR EMPUJON DESDE UN LUGAR ELEVADO. AREAS DE DEPORTE Y ATLETISMO,A
Y014,AGRESION POR EMPUJON DESDE UN LUGAR ELEVADO. CALLES Y CARRETERAS,A
Y015,AGRESION POR EMPUJON DESDE UN LUGAR ELEVADO. COMERCIO Y AREA DE SERVICIOS,A
Y016,AGRESION POR EMPUJON DESDE UN LUGAR ELEVADO. AREA INDUSTRIAL Y DE LA CONSTRUCCION,A
Y017,AGRESION POR EMPUJON DESDE UN LUGAR ELEVADO. GRANJA,A
Y018,AGRESION POR EMPUJON DESDE UN LUGAR ELEVADO. OTRO LUGAR ESPECIFICADO,A
Y019,AGRESION POR EMPUJON DESDE UN LUGAR ELEVADO. LUGAR NO ESPECIFICADO,A
Y020,AGRESION POR EMPUJAR O COLOCAR A LA VICTIMA DELANTE DE OBJETO EN MOVIMIENTO. VIVIENDA,A
Y021,AGRESION POR EMPUJAR O COLOCAR A LA VICTIMA DELANTE DE OBJETO EN MOVIMIENTO. INSTITUCION RESIDENCIAL,A
Y022,AGRESION POR EMPUJAR O COLOCAR A LA VICTIMA DELANTE DE OBJETO EN MOVIMIENTO. ESCUELAS. OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS  PUBLICAS,A
Y023,AGRESION POR EMPUJAR O COLOCAR A LA VICTIMA DELANTE DE OBJETO EN MOVIMIENTO. AREAS DE DEPORTE Y ATLETISMO,A
