868203,RITIDECTOMIA CERVICOFACIAL SIN FRENTE,Z
868204,RITIDECTOMIA TOTAL (FRENTE  PARPADOS  MEJILLA Y CUELLO),Z
868205,RITIDECTOMIA DE FRENTE (VIA CORONAL O ENDOSCOPICA),Z
868206,RITIDECTOMIA SUBPERIOSTICA,Z
868306,REDUCCION DE TEJIDO ADIPOSO EN CARA  POR LIPOSUCCION,Z
868307,REDUCCION DE TEJIDO ADIPOSO EN CARA  POR LIPECTOMIA,Z
868309,REDUCCION DE TEJIDO ADIPOSO EN AREA SUBMANDIBULAR  POR LIPECTOMIA,Z
868310,REDUCCION DE TEJIDO ADIPOSO DE PARED ABDOMINAL  POR LIPOSUCCION,Z
868311,REDUCCION DE TEJIDO ADIPOSO DE PARED ABDOMINAL  POR LIPECTOMIA,Z
868312,REDUCCION DE TEJIDO ADIPOSO EN MUSLOS  PELVIS  GLUTEOS O BRAZOS  POR LIPOSUCCION,Z
868701,PLASTIA DE PECTORALES DE AUMENTO CON DISPOSITIVO,Z
868702,PLASTIA DE PECTORALES DE AUMENTO CON TEJIDO AUTOLOGO,Z
868703,GLUTEOPLASTIA DE AUMENTO CON DISPOSITIVO,Z
868704,GLUTEOPLASTIA DE AUMENTO CON TEJIDO AUTOLOGO,Z
868705,PLASTIA DE PANTORILLA CON DISPOSITIVO,Z
906270,SARS CoV2 [COVID-19] ANTICUERPOS Ig G,Z
A32026,SARS CoV2 [COVID-19] ANTICUERPOS Ig G,Z
A32027,SARS CoV2 [COVID-19] ANTICUERPOS Ig M,Z
T10001,SONOMETRIA,Z
T10002,DOSIMETRIA DE RUIDO,Z
T10003,ESTUDIO DE ILUMINACION,Z
T10004,ESTUDIO DE TEMPERATURAS EXTREMAS Y CONFORT TERMICO,Z
T10005,ESTUDIO DE RADIACION IONIZANTE,Z
T10006,ESTUDIO DE RADIACION NO IONIZANTE,Z
T10007,ESTUDIO DE VIBRACION LOCALIZADA (MANO-BRAZO),Z
T10008,ESTUDIO DE VIBRACION GLOBAL (CUERPO ENTERO),Z
T10009,ESTUDIO BAROMETRICO,Z
T10010,DETERMINACION DE LA VARIACION DE LAS PRESIONES ATMOSFERICAS,Z
T10116,ESTUDIO HIGIENICO DE CONTAMINANTES QUIMICOS,Z
T10201,TECNICAS DE MUESTREO AMBIENTAL DE MICROORGANISMOS,Z
T10202,TECNICAS DE MUESTREO DE MICROORGANISMOS EN SUPERFICIES,Z
T10203,TECNICAS ANALITICAS,Z
T10302,EVALUACION ERGONOMICA  CARGAS Y POSTURAS PUESTO DE TRABAJO  PROCESOS  HERRAMIENTAS  EQUIPOS Y DOTACION,Z
T10601,IDENTIFICACION DE PELIGROS  VALORACION Y EVALUACION DE RIESGOS PSICOSOCIALES,Z
T10701,INVESTIGACION DE LA ENFERMEDAD LABORAL,Z
T11001,SELECCION  DOTACION  MANTENIMIENTO  REPOSICION DE ELEMENTOS DE PROTECCION PERSONAL PARA EL CONTROL DE FACTORES DE RIESGO FISICOS,Z
T11002,INTERVENCIONES EN LA FUENTE DESTINADAS A DISMINUIR EL RUIDO,Z
T11003,INTERVENCIONES EN EL MEDIO DESTINADAS A ATENUAR EL RUIDO,Z
T11004,INTERVENCIONES EN LA FUENTE DESTINADAS A ATENUAR LA VIBRACION,Z
T11005,INTERVENCIONES EN LA FUENTE DESTINADAS A DISMINUIR LA EXPOSICION DEL TRABAJADOR A RADIACIONES IONIZANTES,Z
T11006,INTERVENCIONES EN EL MEDIO DESTINADAS A DISMINUIR LA EXPOSICION DEL TRABAJADOR A RADIACIONES IONIZANTES,Z
T11010,INFORMACION  EDUCACION Y COMUNICACION EN CONTROL DE FACTORES RIESGO FISICOS,Z
T11101,SELECCION  DOTACION  MANTENIMIENTO  REPOSICION DE ELEMENTOS DE PROTECCION PERSONAL PARA LOS FACTORES DE RIESGO QUIMICOS,Z
T11102,SISTEMAS DE VENTILACION GENERAL,Z
T11103,SISTEMAS DE VENTILACION LOCAL EXHAUSTIVA,Z
T11104,ENCERRAMIENTO,Z
T11105,SEGREGACION,Z
T11106,PROGRAMA DE SEGURIDAD QUIMICA,Z
T11110,INFORMACION  EDUCACION Y COMUNICACION EN CONTROL DE FACTORES RIESGO QUIMICOS,Z
T11202,GUIAS Y PROTOCOLOS DE ACUERDO CON LAS MEDIDAS ESTANDARES PARA EL CONTROL DE LOS RIESGOS BIOLOGICOS,Z
T11210,INFORMACION  EDUCACION Y COMUNICACION SOBRE NORMAS UNIVERSALES DE SEGURIDAD EN RIESGOS BIOLOGICOS,Z
T11301,DISEÑO ERGONOMICO DE PUESTOS DE TRABAJO  HERRAMIENTAS O DOTACION,Z
T11310,INFORMACION  EDUCACION Y COMUNICACION,Z
T11350,CONTROL DE RIESGO ERGONOMICO,Z
T11601,CONTROL DE RIESGO PSICOSOCIAL,Z
T20501,REGISTRO ACTUALIZADO DE IDENTIFICACION DE PELIGROS  VALORACION Y EVALUACION DE RIESGOS,Z
T20503,INSPECCIONES PLANEADAS O NO PLANEADAS,Z
T20504,ESTUDIO DE VULNERABILIDAD,Z
T20510,INVESTIGACION DE ACCIDENTES DE TRABAJO,Z
T21501,SEÑALIZACION Y DEMARCACION DE AREAS,Z
T21502,MANTENIMIENTO,Z
T21503,ELABORACION E IMPLEMENTACION DE PLANES DE EMERGENCIA,Z
T21505,PROGRAMA DE ORDEN Y ASEO,Z
T21506,DISEÑO E INSTALACION DE DISPOSITIVOS DE PROTECCION Y GUARDAS DE SEGURIDAD PARA EQUIPOS Y MAQUINARIA,Z
T21507,PROGRAMA DE SEGURIDAD VIAL,Z
T21550,CONTROL DEL RIESGO DE CONDICIONES DE SEGURIDAD,Z
T30001,SELECCION DE ELEMENTOS DE PROTECCION COLECTIVA DE ACUERDO CON LA IDENTIFICACION DE LOS PELIGROS,Z
T30002,SELECCION DE ELEMENTOS DE PROTECCION INDIVIDUAL DE ACUERDO CON LA IDENTIFICACION DE LOS PELIGROS,Z
T31001,INFORMACION  EDUCACION Y COMUNICACION SOBRE CONDICIONES DE SEGURIDAD EN EL TRABAJO,Z
T31002,INFORMACION  EDUCACION Y COMUNICACION SOBRE CONDICIONES DE SALUD EN EL TRABAJO,Z
T32001,SISTEMAS DE VIGILANCIA EPIDEMIOLOGICA DE LA SALUD DE LOS TRABAJADORES,Z
296601,EXPANSION Y SUSPENSION DE HIOIDES VIA ABIERTA,Z
296602,EXPANSION O SUSPENSION DE HIOIDES VIA ABIERTA,Z
302413,GLOTOPLASTIA VIA ABIERTA,Z
814729,TRASPLANTE MENISCAL MEDIAL O LATERAL VIA ABIERTA,Z
819006,ARTROPLASTIA CERVICAL UN NIVEL,Z
819007,ARTROPLASTIA CERVICAL MAS DE UN NIVEL,Z
819008,ARTROPLASTIA LUMBAR O LUMBOSACRA UN NIVEL,Z
819009,ARTROPLASTIA LUMBAR O LUMBOSACRA MAS DE UN NIVEL,Z
895913,MEDICION NO INVASIVA DE RIGIDEZ VASCULAR,Z
901242,Corynebacterium difteriae PRUEBA DE TOXIGENICIDAD,Z
902054,INHIBIDOR DE TROMBOPLASTINA TISULAR,Z
903303,ALMIDONES,Z
903304,DISACARIDASA (LACTOSA SUCROSA MALTOSA Y PALATINASA),Z
903305,FRUCTOSA,Z
903441,IDENTIFICACION DE OTRA ENZIMA (ESPECIFICA),Z
903442,CUANTIFICACION DE OTRA ENZIMA (ESPECIFICA),Z
903882,PRUEBA DE RIFAMPICINA (4 MUESTRAS),Z
904604,ACROSINA ACTIVIDAD TOTAL (PRUEBA DE CAPACIDAD FECUNDANTE),Z
905412,ANFOTERICINA B AUTOMATIZADO,Z
905413,ACIDO NALIDIXICO AUTOMATIZADO,Z
905414,CIPROFLOXACINA AUTOMATIZADO,Z
905415,FLUCONAZOLE AUTOMATIZADO,Z
905417,KETOCONAZOLE AUTOMATIZADO,Z
905418,MICONAZOL AUTOMATIZADO,Z
906137,Trichenella ANTICUERPOS Ig G SEMIAUTOMATIZADO O AUTOMATIZADO,Z
906772,EXPRESION DE CD40L EN LINFOCITOS T,Z
906778,APOPTOSIS DE LINFOCITOS T,Z
906780,DOCK8 INTRACELULAR EN LINFOCITOS,Z
906781,EXPRESION DE HLA DR EN LINFOCITOS T CD8+,Z
906782,LINFOCITOS T NK INVARIANTES,Z
908315,FENILALANINA CURVA DE TOLERANCIA,Z
908319,FOSFORILASA ACTIVIDAD,Z
908321,GLUCOSA 6 FOSFATASA ACTIVIDAD,Z
908322,GLUCOSA 6 FOSFATASA TRANSPORTADOR ACTIVIDAD,Z
908323,GLUCOGENO CURVA DE ESTIMULACION CON GLUCAGON (DETERMINACION DE GLUCOSA Y ACIDO LACTICO),Z
908339,GALACTOKINASA ACTIVIDAD,Z
908354,TRIPSINOGENO INMUNOREACTIVO,Z
908437,PRF1 SECUENCIACION DE EXONES 2 Y 3,Z
908608,GLUCOGENO ESTRUCTURA Y CUANTIFICACION,Z
908860,Plasmodium especies IDENTIFICACION POR PRUEBAS MOLECULARES,Z
908884,SarampiOn IDENTIFICACION POR PRUEBAS MOLECULARES (ESPECIFICO),Z
044201,DESCOMPRESION INTRACANALICULAR DE NERVIO OPTICO  POR CRANEOTOMIA,Z
047105,REANIMACION FACIAL CON COLGAJO MUSCULAR CON TECNICA MICROVASCULAR,Z
047107,REANIMACION FACIAL CON TECNICA DE SUSPENSION VIA ENDOSCOPICA,Z
069400,REIMPLANTE DE TEJIDO TIROIDEO (AUTOLOGO) SOD,Z
089301,PLASTIA DE REGION INTERCILIAR POR TECNICA DE RELLENO,Z
089302,PLASTIA DE REGION INTERCILIAR POR RESECCION E INJERTO,Z
089303,PLASTIA DE REGION INTERCILIAR POR VIA ENDOSCOPICA,Z
227901,RECONSTRUCCION DE CONDUCTO FRONTONASAL,Z
228104,CIERRE DE TROMPA DE EUSTAQUIO CON INJERTO O DISPOSITIVO TRANSTIMPANICA VIA ENDOSCOPICA,Z
235200,TRASPLANTE DE DIENTE (INTENCIONAL) SOD,Z
237901,BLANQUEAMIENTO DE DIENTE (INTRINSECO) POR CAUSAS ENDODONTICAS,Z
248100,CIERRE DE DIASTEMA (ALVEOLAR  DENTAL) SOD,Z
302201,REVISION LARINGOSTOMIA,Z
311402,PUNCION (ASPIRACION) TRANSTRAQUEAL VIA ENDOSCOPICA,Z
319602,INYECCION INTRATRAQUEAL DE SUSTANCIA TERAPEUTICA VIA PERCUTANEA,Z
321101,BLOQUEO DE BRONQUIO VIA ENDOSCOPICA,Z
332208,BRONCOSCOPIA CON AUTOFLUORESCENCIA,Z
332209,BRONCOSCOPIA CON TOMOGRAFIA DE COHERENCIA OPTICA,Z
376704,IMPLANTE DE UN SISTEMA DE ASISTENCIA CARDIACA DEFINITIVO (DISPOSITIVO CONECTADO DIRECTAMENTE AL CORAZON E IMPLANTADO DENTRO DEL CUERPO) BIVENTRICULAR,Z
382200,ANGIOSCOPIA PERCUTANEA SOD,Z
382302,PRUEBA FUNCIONAL EN VASOS ESPINALES,Z
392100,ANASTOMOSIS DE VENA CAVA-ARTERIA PULMONAR SOD,Z
396600,DERIVACION CARDIOPULMONAR PERCUTANEA SOD,Z
406100,CANULACION DE CONDUCTO TORACICO SOD,Z
406200,FISTULIZACION DE CONDUCTO TORACICO SOD,Z
428600,CREACION DE TUNEL SUBCUTANEO SIN ANASTOMOSIS ESOFAGICA SOD,Z
438501,REINTERVENCION O REVISION DE GASTRECTOMIA VERTICAL [MANGA GASTRICA] VIA ABIERTA,Z
449402,EXTRACCION DE DISPOSITIVO PERIGASTRICO RESTRICTIVO (FIJO O AJUSTABLE) VIA ABIERTA,Z
449803,CONVERSION DE CIRUGIA TIPO BAIPAS O DERIVACION O PUENTE GASTRICO A OTRA CIRUGIA VIA ABIERTA,Z
449805,REVERSION DE BAIPAS O DERIVACION O PUENTE GASTRICO VIA ABIERTA,Z
449901,REINTERVENCION O REVISION DE CIRUGIA TIPO DERIVACION BILIOPANCREATICA VIA ABIERTA,Z
449902,REINTERVENCION O REVISION DE CIRUGIA TIPO DERIVACION BILIOPANCREATICA POR LAPAROSCOPIA,Z
449903,CONVERSION DE CIRUGIA TIPO DERIVACION BILIOPANCREATICA A OTRA CIRUGIA VIA ABIERTA,Z
449904,CONVERSION DE CIRUGIA TIPO DERIVACION BILIOPANCREATICA A OTRA CIRUGIA POR LAPAROSCOPIA,Z
449905,REVERSION DE DERIVACION BILIOPANCREATICA VIA ABIERTA,Z
449906,REVERSION DE DERIVACION BILIOPANCREATICA POR LAPAROSCOPIA,Z
506200,HEPATOPEXIA SOD,Z
529700,INSERCION ENDOSCOPICA DE TUBO DE DRENAJE NASOPANCREATICO SOD,Z
549400,CREACION DE DERIVACION [CORTOCIRCUITO] PERITONEO-VASCULAR SOD,Z
753706,VENTRICULOCENTESIS VIA PERCUTANEA,Z
753707,VENTRICULOCENTESIS POR FETOSCOPIA,Z
753708,DERIVACION VENTRICULOAMNIOTICA VIA PERCUTANEA,Z
753709,DERIVACION VENTRICULOAMNIOTICA VIA ENDOSCOPICA (FETOSCOPIA),Z
753712,RESECCION DE LESION O TUMOR CERVICAL EN FETO POR LAPAROTOMIA,Z
753716,RESECCION DE LESION O TUMOR TORACICO EN FETO POR LAPAROTOMIA,Z
753721,ATRIOSEPTOSTOMIA CARDIACA EN FETO,Z
753727,CISTOSCOPIA FETAL,Z
753728,RESECCION O ABLACION DE VALVAS URETRALES POSTERIORES POR CISTOSCOPIA FETAL,Z
753729,LIGADURA DE CORDON UMBILICAL INTRAUTERINO VIA PERCUTANEA,Z
753731,RESECCION DE LESION O TUMOR ABDOMINAL O PELVICO EN FETO POR LAPAROTOMIA,Z
762301,ESCLEROSIS DE REBORDE DE MAXILAR SUPERIOR O INFERIOR,Z
767605,REDUCCION DE FRACTURA CONDILAR CON FIJACION INTERNA VIA ENDOSCOPICA,Z
771101,REAPERTURA DE SITIO DE OSTEOTOMIA VIA ABIERTA,Z
771102,REAPERTURA DE SITIO DE OSTEOTOMIA VIA PERCUTANEA,Z
777200,TOMA DE INJERTO OSEO EN HUMERO SOD,Z
777400,TOMA DE INJERTO OSEO DE CARPO O METACARPO SOD,Z
777600,TOMA DE INJERTO OSEO DE ROTULA SOD,Z
778932,RESECCION DE APOFISIS ODONTOIDES POR ABORDAJE TRANSLATERAL,Z
778933,RESECCION DE APOFISIS ODONTOIDES  POR CRANEOTOMIA SUBOCCIPITAL,Z
782102,EPIFISIODESIS PERCUTANEA DE HUMERO,Z
783203,ALARGAMIENTO DE HUMERO POR TECNICA DE DISTRACCION SIN (CORTICOTOMIA  OSTEOTOMIA),Z
783305,ALARGAMIENTO DE CUBITO O RADIO PROGRESIVO CON DISPOSITIVO DE FIJACION EXTERNA,Z
783306,ALARGAMIENTO DE CUBITO Y RADIO PROGRESIVO CON DISPOSITIVO DE FIJACION EXTERNA,Z
783307,ALARGAMIENTO DE RADIO O CUBITO POR TECNICA DE DISTRACCION SIN (CORTICOTOMIA  OSTEOTOMIA),Z
783308,ALARGAMIENTO DE RADIO Y CUBITO POR TECNICA DE DISTRACCION CON (CORTICOTOMIA  OSTEOTOMIA),Z
783403,ALARGAMIENTO DE METACARPIANOS (UNO O MAS) POR TECNICA DE DISTRACCION SIN (CORTICOTOMIA  OSTEOTOMIA),Z
783404,ALARGAMIENTO DE METACARPIANOS (UNO O MAS) POR TECNICA DE DISTRACCION CON (CORTICOTOMIA  OSTEOTOMIA),Z
783902,ALARGAMIENTO DE FALANGES DE MANO POR TECNICA DE DISTRACCION SIN (CORTICOTOMIA  OSTEOTOMIA),Z
787600,OSTEOCLASTIA DE ROTULA SOD,Z
789201,INSERCION DE ESTIMULADOR DEL CRECIMIENTO OSEO DE HUMERO,Z
789301,INSERCION DE ESTIMULADOR DE CRECIMIENTO OSEO DE CUBITO,Z
789302,INSERCION DE ESTIMULADOR DE CRECIMIENTO OSEO DE RADIO,Z
789303,INSERCION DE ESTIMULADOR DE CRECIMIENTO OSEO DE RADIO Y CUBITO,Z
789401,INSERCION DE ESTIMULADOR DE CRECIMIENTO OSEO DE CARPIANOS,Z
789402,INSERCION DE ESTIMULADOR DE CRECIMIENTO OSEO DE METACARPIANOS,Z
789403,INSERCION DE ESTIMULADOR DE CRECIMIENTO OSEO DE CARPIANOS Y METACARPIANOS,Z
789500,INSERCION DE ESTIMULADOR DE CRECIMIENTO OSEO DE FEMUR SOD,Z
789701,INSERCION DE ESTIMULADOR DE CRECIMIENTO OSEO DE PERONE,Z
789702,INSERCION DE ESTIMULADOR DE CRECIMIENTO OSEO DE TIBIA,Z
789703,INSERCION DE ESTIMULADOR DE CRECIMIENTO OSEO DE TIBIA Y PERONE,Z
789801,INSERCION DE ESTIMULADOR DE CRECIMIENTO OSEO DE TARSIANOS,Z
789802,INSERCION DE ESTIMULADOR DE CRECIMIENTO OSEO DE METATARSIANOS,Z
789803,INSERCION DE ESTIMULADOR DE CRECIMIENTO OSEO DE TARSIANOS Y METATARSIANOS,Z
789901,INSERCION DE ESTIMULADOR DE CRECIMIENTO OSEO DE FALANGES,Z
789920,INSERCION DE ESTIMULADOR DE CRECIMIENTO OSEO DE HUESOS PELVIANOS,Z
817302,REVISION DE REEMPLAZO TOTAL DE MUÑECA,Z
819810,ENDOSCOPIA DIAGNOSTICA DE COLUMNA VERTEBRAL,Z
825900,OTRO TRASPLANTE O TRANSFERENCIA DE MUSCULO DE MANO SOD,Z
829300,ASPIRACION DE OTRO TEJIDO BLANDO DE MANO SOD,Z
834402,OTRA FASCIECTOMIA VIA ENDOSCOPICA,Z
837701,TRASPLANTE DE MUSCULO,Z
838820,FIJACION DE TENDON,Z
838910,ALARGAMIENTO DE FASCIA,Z
839200,INSERCION O REEMPLAZO DE ESTIMULADOR MUSCULO ESQUELETICO SOD,Z
839300,ELIMINACION DE ESTIMULADOR MUSCULO ESQUELETICO SOD,Z
844200,IMPLANTACION DE PROTESIS DE ANTEBRAZO Y MANO SOD,Z
849200,SEPARACION DE GEMELOS UNIDOS IGUALES SOD,Z
849300,SEPARACION DE GEMELOS UNIDOS DESIGUALES SOD,Z
853002,PEXIA MAMARIA [MAMOPEXIA] BILATERAL,Z
853203,MAMOPLASTIA ESTETICA DE AUMENTO UNILATERAL CON TEJIDO AUTOLOGO,Z
862402,DERMOEXFOLIACION MEDIA,Z
862403,DERMOEXFOLIACION PROFUNDA,Z
863800,ABLACION DE LESIONES CUTANEAS (TATUAJE) POR HAZ DE LASER SOD,Z
866402,MICROINJERTO DE CUERO CABELLUDO,Z
868308,REDUCCION DE TEJIDO ADIPOSO EN AREA SUBMANDIBULAR  POR LIPOSUCCION,Z
874311,FLEBOGRAFIA EPIDURAL,Z
874312,FLEBOGRAFIA ORBITARIA,Z
877501,PERITONEOGRAFIA,Z
882370,FLEBOGRAFIA DE IMPEDANCIA,Z
890120,ATENCION (VISITA) AL SITIO DE TRABAJO  POR TERAPIA (OCUPACIONAL O FISICA),Z
890125,ATENCION (VISITA) AL SITIO DE TRABAJO  POR EQUIPO INTERDISCIPLINARIO,Z
893814,PRESION TRANSDIAFRAGMATICA CON BALONES,Z
894600,COMPROBACION DE FORMA DE ONDA DE ARTEFACTO DE MARCAPASOS ARTIFICIAL SOD,Z
894700,COMPROBACION DE IMPEDANCIA DE ELECTRODO DE MARCAPASOS ARTIFICIAL SOD,Z
894800,COMPROBACION DE UMBRAL DE TENSION (AMPERAJE) DE MARCAPASO ARTIFICIAL SOD,Z
895600,DETECCION DE PULSO CAROTIDEO CON ELECTRODO DE ECG SOD,Z
895911,ESTUDIO HEMODINAMICO NO INVASIVO PARA MEDICIONES VOLUMETRICAS INTRATORACICAS (CARDIOIMPEDANCIA),Z
895912,ESTUDIO HEMODINAMICO NO INVASIVO PARA MEDICIONES DE PRESIONES CENTRALES,Z
896501,MONITORIZACION DE PRESION EN AURICULA IZQUIERDA VIA ABIERTA,Z
896502,MONITORIZACION DE PRESION EN AURICULA IZQUIERDA MINIMAMENTE INVASIVA,Z
896801,MONITORIZACION DE GASTO CARDIACO CON SONDA ESOFAGICA,Z
896802,MONITORIZACION DE GASTO CARDIACO CON IMPEDANCIA TORACICA,Z
901239,Trichomona CULTIVO,Z
901315,Mycobacterium leprae DETECCION DE GLICOLIPIDO FENOLICO AUTOMATIZADO,Z
902028,PLASMINA [FIBRINOLISINA],Z
902032,PROPERDINA FACTOR B,Z
902038,PRUEBA DE PROTAMINA,Z
902122,SULFOHEMOGLOBINA CUANTITATIVA,Z
903012,DIOXIDO DE CARBON,Z
903107,ACIDO FORMICO EN ORINA,Z
903201,FENILALANINA POST  CURVA DE TOLERANCIA CON ESTIMULO BH-4,Z
903415,BETA TROMBOGLOBULINA,Z
903418,COLIGLICINA,Z
905209,ETOSUXIMIDA CUANTITATIVA SEMIAUTOMATIZADA,Z
905311,FLUOXETINA Y NORFLUOXETINA MANUAL O SEMIAUTOMATIZADO,Z
905712,BIPIRIDILO SEMIAUTOMATIZADO,Z
905747,PIRETROIDES SEMIAUTOMATIZADO,Z
905754,RODENTICIDAS ANTICOAGULANTES,Z
905757,SOLVENTES O METABOLITOS SEMIAUTOMATIZADO,Z
906015,Campylobacter jejuni ANTICUERPOS Ig M SEMIAUTOMATIZADO O AUTOMATIZADO,Z
906031,Mycobacterium leprae ANTICUERPOS Ig M SEMIAUTOMATIZADO O AUTOMATIZADO,Z
906124,Sporotrix ANTICUERPOS SEMIAUTOMATIZADO O AUTOMATIZADO,Z
906412,CEMENTO INTERCELULAR ANTICUERPOS SEMIAUTOMATIZADO O AUTOMATIZADO,Z
906703,LEUCOCITOS CD14 MONOCITOS GRANULOCITOS POR INMUNOHISTOQUIMICA,Z
906705,LEUCOCITOS CD33 MONOCITOS GRANULOCITOS POR INMUNOHISTOQUIMICA,Z
906727,LINFOCITOS CD13 POR INMUNOHISTOQUIMICA,Z
906733,LINFOCITOS CD22 POR INMUNOHISTOQUIMICA,Z
906734,LINFOCITOS CD23 SEMIAUTOMATIZADO O AUTOMATIZADO,Z
906742,LINFOCITOS CD79b SEMIAUTOMATIZADO O AUTOMATIZADO,Z
906745,LINFOCITOS T INMADUROS CD1 POR INMUNOHISTOQUIMICA,Z
906747,MONOCITOS CD45 POR INMUNOHISTOQUIMICA,Z
906753,PLAQUETAS CD61 POR INMUNOHISTOQUIMICA,Z
908301,ASPARTILCILASA ACTIVIDAD,Z
908302,GALACTOSA CURVA DE TOLERANCIA,Z
908304,FOSFOFRUCTOCINASA ACTIVIDAD,Z
908306,PIRUVATO DESHIDROGENASA ACTIVIDAD,Z
908602,ENZIMAS RELACIONADAS CON ENFERMEDADES DE LA SUSTANCIA GRIS  MEDICION DE CADA UNA,Z
908603,ENZIMAS GLICOLITICAS  MEDICION DE CADA UNA,Z
908605,ENZIMAS DEL METABOLISMO DEL GLICOGENO  MEDICION DE CADA UNA,Z
908606,HIPOXANTINA GUANINA FOSFORIBOSIL TRANSFERASA ACTIVIDAD,Z
908856,IDENTIFICACION DE OTRO VIRUS (ESPECIFICA) POR PRUEBAS MOLECULARES,Z
930105,EVALUACION DEL DESEMPEÑO OCUPACIONAL,Z
939700,CAMARA DE DESCOMPRESION SOD,Z
939800,OTRO CONTROL DE PRESION Y COMPOSICION ATMOSFERICA (TERAPIA CON HELIO Y AIRE ACONDICIONADO LIBRE DE ANTIGENOS) SOD,Z
944901,INTERVENCION EN SALUD MENTAL COMUNITARIA  POR MEDICINA GENERAL,Z
944902,INTERVENCION EN SALUD MENTAL COMUNITARIA  POR PSIQUIATRIA,Z
944903,INTERVENCION EN SALUD MENTAL COMUNITARIA  POR ENFERMERIA,Z
944905,INTERVENCION EN SALUD MENTAL COMUNITARIA  POR TRABAJO SOCIAL,Z
944906,INTERVENCION EN SALUD MENTAL COMUNITARIA  POR TERAPIA OCUPACIONAL.,Z
944910,INTERVENCION EN SALUD MENTAL COMUNITARIA  POR OTRO PROFESIONAL DE LA SALUD,Z
954620,PRUEBA DE PROMONTORIO,Z
967001,INSEMINACION ARTIFICIAL,Z
998601,COLOCACION TRANSCUTANEA DE APOSITOS O PARCHES PARA LA ESTIMULACION DEL CRECIMIENTO OSEO,Z
A20001,APOYO A LA VIGILANCIA DE INDICADORES DE PROTECCION ESPECIFICA Y DETECCCION TEMPRANA,Z
A20002,ADQUISICION Y ADMINISTRACION DE INSUMOS Y BIOLOGICOS,Z
I10001,INFORMACION EN SALUD PARA EL CUIDADO DEL AMBIENTE,Z
I10002,INFORMACION EN SALUD SOBRE TENENCIA RESPONSABLE DE ANIMALES DE COMPAÑIA Y DE PRODUCCION  PREVENCION Y CONTROL DE ZOONOSIS,Z
I10003,INFORMACION EN SALUD SOBRE MANEJO SEGURO Y SOSTENIBLE DEL AGUA PARA CONSUMO HUMANO,Z
I10004,INFORMACION EN SALUD SOBRE MANEJO SEGURO Y SOSTENIBLE DE SUSTANCIAS QUIMICAS EN EL HOGAR Y EN EL ENTORNO LABORAL,Z
I10005,INFORMACION EN SALUD SOBRE ASPECTOS RELACIONADOS CON LA CALIDAD DEL AIRE Y SALUD  EN LOS ENTORNOS HOGAR  COMUNITARIO Y LABORAL,Z
I10006,INFORMACION EN SALUD SOBRE LA PROMOCION DE LA ELIMINACION DE BASURAS Y MANEJO DE EXCRETAS,Z
I10101,INFORMACION EN SALUD PARA LA PROMOCION DE LA SALUD MENTAL,Z
I10102,INFORMACION EN SALUD PARA LA SANA CONVIVENCIA Y EL TEJIDO SOCIAL,Z
I10103,INFORMACION EN SALUD PARA LA PREVENCION DE LA VIOLENCIA,Z
I10104,INFORMACION EN SALUD PARA EL FORTALECIMIENTO DE FACTORES PROTECTORES FRENTE AL CONSUMO DE SUSTANCIAS PSICOACTIVAS,Z
I10105,INFORMACION EN SALUD PARA LA REDUCCION DE RIESGOS Y DAÑOS EN RELACION AL CONSUMO DE SUSTANCIAS PSICOACTIVAS,Z
I10106,INFORMACION EN SALUD PARA LA REDUCCION DEL AUTOESTIGMA  ESTIGMA SOCIAL Y DISCRIMINACION,Z
I10107,INFORMACION EN SALUD PARA LA PREVENCION DE LA CONDUCTA SUICIDA,Z
I10108,INFORMACION EN SALUD PARA LA PREVENCION DE LA EPILEPSIA (ACCIDENTALIDAD),Z
I10109,INFORMACION EN SALUD PARA EL DESARROLLO DE HABILIDADES PARA LA VIDA,Z
I10201,INFORMACION EN SALUD SOBRE EL LIBRE EJERCICIO DE LA SEXUALIDAD  LA IDENTIDAD DE GENERO Y LA ORIENTACION SEXUAL,Z
I10202,INFORMACION EN SALUD PARA LA PREVENCION DE VIOLENCIAS POR RAZONES DE GENERO Y VIOLENCIAS SEXUALES,Z
I10203,INFORMACION EN SALUD PARA LA PREVENCION DEL EMBARAZO EN LA INFANCIA Y ADOLESCENCIA,Z
I10204,INFORMACION EN SALUD PARA EL USO EFECTIVO DE METODOS ANTICONCEPTIVOS MODERNOS Y ACCESO A LA ANTICONCEPCION,Z
I10205,INFORMACION EN SALUD SOBRE LA PREVENCION DEL ABORTO INSEGURO Y ACCESO A LA INTERRUPCION VOLUNTARIA DEL EMBARAZO,Z
I10206,INFORMACION EN SALUD PARA LA PREVENCION DE ITS  VIH/SIDA Y HEPATITIS,Z
I10207,INFORMACION EN SALUD EN DERECHOS SEXUALES Y REPRODUCTIVOS Y EQUIDAD DE GENERO,Z
I10208,INFORMACION EN SALUD PARA MEJORAR EL ACCESO Y LA CALIDAD DE LOS SERVICIOS DE SALUD A ADOLESCENTES Y JOVENES,Z
I10209,INFORMACION EN SALUD MATERNA Y PERINATAL,Z
I10301,INFORMACION EN SALUD EN PREVENCION DE ENFERMEDADES INFECCIOSAS TRANSMITIDAS POR VIA AEREA Y CONTACTO DIRECTO,Z
